process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مساحيق عادية;114;اوكسي صغير ;كيس;1.0;10.0;10.0;09:37:23
2;مساحيق عادية;121;فل سايب;كيلو;1.5;8.0;12.0;09:37:33
3;سوائل;418;برسيل جيل سايب;كيلو;3.0;4.0;12.0;09:37:43
4;سوائل;407;ديتول سائل;كيلو;0.5;4.0;2.0;09:37:54
5;سوائل;416;بـ جنيه زهرة;بـ جنيه;1.5;1.0;1.5;09:42:58
6;مساحيق عادية;137;اريال 2 كيلو;كيس;1.0;46.0;46.0;09:43:13
7;مساحيق عادية;124;فل صغير;شيكارة;1.0;25.0;25.0;09:44:09
8;مستحضرات;386;سويت حرير;قطعة;1.0;5.0;5.0;09:44:32
9;مساحيق عادية;125;برسيل سايب;كيلو;0.5;13.0;6.5;10:33:25
10;مساحيق عادية;135;تايد كيلو;كيس;1.0;18.0;18.0;10:33:33
11;مساحيق عادية;121;فل سايب;كيلو;1.0;8.0;8.0;10:33:40
12;سوائل;425;فانيش سايب;كيلو;0.25;10.0;2.5;10:33:50
13;سوائل;409;كلوروكس الوان سائل;كيلو;1.0;4.0;4.0;10:33:57
14;سوائل;408;شامبو سجاد;كيلو;1.0;4.0;4.0;10:34:04
15;مساحيق عادية;114;اوكسي صغير ;كيس;1.0;10.0;10.0;10:59:13
16;مستحضرات;304;كريم فاتيكا صغير;قطعة;1.0;7.0;7.0;13:10:20
17;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;1.0;1.5;1.5;13:10:29
18;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;13:10:35
19;مساحيق عادية;121;فل سايب;كيلو;0.5;8.0;4.0;13:10:42
20;سوائل;410;دوني سائل;كيلو;0.5;4.0;2.0;13:10:49
21;سوائل;412;كلور عادي;كيلو;3.0;1.0;3.0;13:10:57
22;مساحيق عادية;104;اريال كبير;كيس;1.0;25.0;25.0;16:25:05
23;اخرى;854;كلوروكس الوان ظرف كبير;كيس;2.0;5.0;10.0;16:25:16
24;اخرى;827;سلك مواعين;كيلو;0.25;20.0;5.0;16:25:23
25;صابون تواليت;710;سافانا;قطعة;2.0;5.0;10.0;16:25:33
