process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;11:49:24
2;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;11:49:29
3;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;11:49:39
4;ورقيات;556;فاين سحب 550;علبة;1.0;12.0;12.0;11:49:51
5;صابون تواليت;716;فاكس كبير عرض 2 بـ 7;عرض;1.0;7.0;7.0;11:49:58
6;اخرى;803;لايت;زجاجة;1.0;10.0;10.0;11:50:06
7;مبيدات;614;بودرة صراصير كيروكس;علبة;1.0;6.0;6.0;12:32:00
8;مبيدات;605;بودرة صراصير راجون;علبة;1.0;3.5;3.5;12:32:08
9;سوائل;413;صابون سائل;كيلو;4.0;3.0;12.0;12:32:22
10;سوائل;422;مزيل بقع;كيلو;0.75;5.0;3.75;12:33:00
11;مستحضرات;303;زيت فاتيكا كبير;قطعة;1.0;11.0;11.0;12:33:17
12;صابون تواليت;701;دوش;قطعة;3.0;2.0;6.0;12:34:03
13;مساحيق عادية;130;اوكسي * 5 ج;كيس;1.0;5.0;5.0;12:56:44
14;مساحيق عادية;121;فل سايب;كيلو;0.25;8.0;2.0;12:57:14
15;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;12:57:26
16;سوائل;416;بـ جنيه زهرة;بـ جنيه;3.0;1.0;3.0;12:57:35
17;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;13:02:25
18;مبيدات;614;بودرة صراصير كيروكس;علبة;1.0;6.0;6.0;14:38:50
19;سوائل;412;كلور عادي;كيلو;2.0;1.0;2.0;14:38:58
20;سوائل;414;رغوة;كيلو;1.0;2.5;2.5;14:39:04
21;مساحيق عادية;121;فل سايب;كيلو;0.5;8.0;4.0;14:39:15
22;مساحيق عادية;128;اوكسي جيل الوان;كيس;6.0;1.5;9.0;14:47:53
23;سوائل;410;دوني سائل;كيلو;0.5;4.0;2.0;14:48:05
24;صابون تواليت;710;سافانا;قطعة;1.0;5.0;5.0;14:48:17
25;مساحيق عادية;125;برسيل سايب;كيلو;0.5;13.0;6.5;15:42:24
26;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;15:42:33
27;سوائل;422;مزيل بقع;كيلو;1.0;5.0;5.0;15:42:41
28;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;15:42:50
29;اخرى;824;صابون اسمر عباد ( قطعة );قطعة;2.0;1.5;3.0;15:43:05
30;اخرى;844;صابون شمس 250 جرام;قطعة;2.0;4.0;8.0;15:43:12
31;اخرى;829;استيكر بوتجاز;قطعة;1.0;5.0;5.0;15:48:26
32;سوائل;412;كلور عادي;كيلو;0.5;1.0;0.5;15:48:34
33;سوائل;422;مزيل بقع;كيلو;0.25;5.0;1.25;15:48:39
34;مساحيق عادية;126;برسيل جيل الوان;كيس;1.0;2.0;2.0;15:48:45
35;مساحيق عادية;125;برسيل سايب;كيلو;0.5;13.0;6.5;15:48:51
36;مساحيق عادية;112;اوكسي * 2 ج;كيس;1.0;2.0;2.0;16:23:09
37;مستحضرات;341;شامبو سباركل اكياس;قطعة;1.0;0.5;0.5;16:23:22
38;ورقيات;517;حفاضات سيتي بيبي صغير;حفاضة;2.0;1.5;3.0;16:23:29
39;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;1.0;1.5;1.5;16:23:34
40;سوائل;413;صابون سائل;كيلو;0.5;3.0;1.5;16:23:45
41;مستحضرات;337;كريم وان حساس;قطعة;1.0;10.0;10.0;17:01:13
42;مستحضرات;341;شامبو سباركل اكياس;قطعة;2.0;0.5;1.0;17:47:09
43;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;17:47:17
44;صابون تواليت;710;سافانا;قطعة;1.0;5.0;5.0;17:47:23
45;مبيدات;609;بخور ناموس قرص;قرص;2.0;1.25;2.5;20:11:10
46;مستحضرات;386;سويت حرير;قطعة;1.0;5.0;5.0;20:51:19
47;مساحيق عادية;114;اوكسي صغير ;كيس;1.0;10.0;10.0;01:09:55
48;سوائل;414;رغوة;كيلو;0.5;2.5;1.25;01:10:03
