process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مبيدات;603;رش زاحف كيروكس كبير;زجاجة;1.0;20.0;20.0;09:29:09
2;مساحيق عادية;138;اوكسي 650 جرام;كيس;1.0;14.0;14.0;09:29:23
3;مساحيق عادية;121;فل سايب;كيلو;1.0;8.0;8.0;10:17:13
4;سوائل;406;فنيك سائل;كيلو;0.25;7.0;1.75;10:17:21
5;مساحيق عادية;125;برسيل سايب;كيلو;2.0;13.0;26.0;10:17:33
6;مساحيق عادية;104;اريال كبير;كيس;2.0;25.0;50.0;10:17:46
7;سوائل;413;صابون سائل;كيلو;5.0;3.0;15.0;10:17:52
8;سوائل;407;ديتول سائل;كيلو;1.5;4.0;6.0;10:18:01
9;مساحيق عادية;114;اوكسي صغير ;كيس;1.0;10.0;10.0;10:18:58
10;مستحضرات;315;منك واكس;قطعة;1.0;10.0;10.0;10:19:32
11;صابون تواليت;710;سافانا;قطعة;1.0;5.0;5.0;10:19:41
12;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;10:19:53
13;مساحيق عادية;121;فل سايب;كيلو;0.25;8.0;2.0;10:20:09
14;اخرى;820;كلوروكس ابيض ظرف;كيس;1.0;3.0;3.0;10:20:24
15;سوائل;422;مزيل بقع;كيلو;0.5;5.0;2.5;10:20:57
16;سوائل;415;بـ جنيه فنيك;بـ جنيه;5.0;1.0;5.0;10:21:35
17;مساحيق عادية;121;فل سايب;كيلو;0.5;8.0;4.0;11:39:38
18;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;11:39:52
19;مساحيق عادية;102;اريال * 3 ج;كيس;1.0;3.0;3.0;16:15:09
20;مساحيق عادية;101;اريال * 2 ج;كيس;2.0;2.0;4.0;16:15:17
21;مساحيق عادية;125;برسيل سايب;كيلو;0.25;13.0;3.25;16:15:24
22;سوائل;409;كلوروكس الوان سائل;كيلو;0.5;4.0;2.0;16:15:37
23;سوائل;422;مزيل بقع;كيلو;0.5;5.0;2.5;16:15:43
24;مساحيق عادية;130;اوكسي * 5 ج;كيس;1.0;5.0;5.0;16:16:31
25;مبيدات;609;بخور ناموس قرص;قرص;4.0;1.25;5.0;16:46:24
26;صابون تواليت;710;سافانا;قطعة;2.0;5.0;10.0;16:46:31
27;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;16:46:39
28;مبيدات;601;رش طائر بيرسول;زجاجة;1.0;12.0;12.0;16:46:49
29;مستحضرات;341;شامبو سباركل اكياس;قطعة;5.0;0.5;2.5;16:47:01
30;سوائل;413;صابون سائل;كيلو;2.0;3.0;6.0;20:08:56
31;سوائل;413;صابون سائل;كيلو;2.0;3.0;6.0;20:46:30
32;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;20:46:33
33;مساحيق عادية;101;اريال * 2 ج;كيس;2.0;2.0;4.0;20:47:07
34;مساحيق عادية;133;اريال *5ج;كيس;1.0;5.0;5.0;20:47:10
35;مبيدات;615;رش طائر راجون 250;علبة;1.0;10.0;10.0;20:47:27
36;اخرى;854;كلوروكس الوان ظرف كبير;كيس;1.0;5.0;5.0;20:47:38
