process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مساحيق عادية;137;اريال 2 كيلو;كيس;1.0;46.0;46.0;10:06:31
2;مساحيق عادية;104;اريال كبير;كيس;1.0;25.0;25.0;10:06:37
3;مساحيق عادية;130;اوكسي * 5 ج;كيس;1.0;5.0;5.0;10:06:46
4;مساحيق عادية;125;برسيل سايب;كيلو;1.0;13.0;13.0;10:06:54
5;مساحيق عادية;121;فل سايب;كيلو;0.5;8.0;4.0;10:07:03
6;سوائل;414;رغوة;كيلو;0.5;2.5;1.25;10:07:13
7;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;10:07:18
8;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;10:07:28
9;اخرى;815;بخور شيخ العرب ( عود );عود;1.0;0.75;0.75;10:07:43
10;اخرى;848;معطر بيروت بخاخ;زجاجة;1.0;20.0;20.0;10:07:54
11;ورقيات;504;ليدو سحب 750;علبة;1.0;16.0;16.0;10:19:16
12;سوائل;413;صابون سائل;كيلو;3.0;3.0;9.0;10:42:22
13;صابون تواليت;718;رويال ليزر;قطعة;1.0;5.0;5.0;10:42:31
14;مساحيق عادية;130;اوكسي * 5 ج;كيس;1.0;5.0;5.0;11:37:15
15;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;2.0;1.5;3.0;12:35:38
16;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;12:35:45
17;اخرى;830;فيبا 4 لتر;جركن;1.0;33.0;35.0;13:16:26
18;مساحيق اتوماتيك;208;تايد 8 كيلو;شنطة;1.0;176.0;175.0;13:16:53
19;سوائل;413;صابون سائل;كيلو;3.0;3.0;9.0;13:17:21
20;سوائل;409;كلوروكس الوان سائل;كيلو;1.0;4.0;4.0;13:17:28
21;سوائل;410;دوني سائل;كيلو;1.0;4.0;4.0;13:17:42
22;سوائل;407;ديتول سائل;كيلو;0.5;4.0;2.0;13:17:47
23;مبيدات;605;بودرة صراصير راجون;علبة;1.0;2.5;2.5;14:10:41
