process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مساحيق عادية;121;فل سايب;كيلو;1.25;8.0;10.0;12:43:28
2;مساحيق عادية;111;ليدر صغير;كيس;1.0;9.0;9.0;12:43:35
3;سوائل;407;ديتول سائل;كيلو;1.25;4.0;5.0;12:43:48
4;سوائل;404;زهرة;كيلو;0.25;16.0;4.0;12:43:56
5;سوائل;406;فنيك سائل;كيلو;0.5;7.0;3.5;12:44:02
6;سوائل;407;ديتول سائل;كيلو;0.25;4.0;1.0;15:24:43
7;سوائل;406;فنيك سائل;كيلو;0.25;7.0;1.75;15:24:53
8;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;15:25:00
9;مساحيق عادية;125;برسيل سايب;كيلو;1.0;13.0;13.0;15:25:09
10;مستحضرات;341;شامبو سباركل اكياس;قطعة;2.0;0.5;1.0;15:25:30
11;مبيدات;611;ماكس كيلر;زجاجة;1.0;8.0;8.0;16:56:17
12;ورقيات;555;شنطة سيتي بيبي ماكس;شنطة;1.0;55.0;55.0;16:56:33
13;صابون تواليت;716;فاكس كبير عرض 2 بـ 7;عرض;1.0;7.0;7.0;16:56:41
14;سوائل;412;كلور عادي;كيلو;2.0;1.0;2.0;19:54:35
15;سوائل;410;دوني سائل;كيلو;0.5;4.0;2.0;19:54:42
16;سوائل;414;رغوة;كيلو;0.5;2.5;1.25;19:54:47
17;سوائل;413;صابون سائل;كيلو;0.5;3.0;1.5;19:54:52
18;مساحيق عادية;121;فل سايب;كيلو;0.5;8.0;4.0;19:55:20
19;ورقيات;518;حفاضات سيتي بيبي وسط;حفاضة;4.0;1.5;6.0;19:56:05
20;مبيدات;609;بخور ناموس قرص;قرص;4.0;1.25;5.0;20:20:39
21;سوائل;414;رغوة;كيلو;1.0;2.5;2.5;21:50:55
22;سوائل;412;كلور عادي;كيلو;0.5;1.0;0.5;21:50:59
23;مساحيق عادية;130;اوكسي * 5 ج;كيس;1.0;5.0;5.0;21:51:09
