process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;سوائل;413;صابون سائل;كيلو;0.5;3.0;1.5;12:22:15
2;سوائل;411;كلور خام;كيلو;1.0;3.0;3.0;12:22:25
3;سوائل;405;زهرة بيضا;كيلو;0.2;10.0;2.0;12:22:38
4;سوائل;409;كلوروكس الوان سائل;كيلو;0.5;4.0;2.0;12:22:46
5;سوائل;412;كلور عادي;كيلو;2.0;1.0;2.0;12:22:54
6;مساحيق عادية;128;اوكسي جيل الوان;كيس;2.0;1.5;3.0;12:23:02
7;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;1.0;1.5;1.5;12:23:12
8;مستحضرات;386;سويت حرير;قطعة;2.0;5.0;10.0;12:23:21
9;مستحضرات;386;سويت حرير;قطعة;1.0;5.0;5.0;12:23:30
10;مستحضرات;340;شامبو شيروزا اكياس;قطعة;1.0;0.5;0.5;12:23:39
11;مستحضرات;365;فازلين طبي;علبة;1.0;2.0;2.0;12:23:48
12;ورقيات;507;سندريلا كبير;كيس;1.0;8.0;8.0;12:24:01
13;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;12:24:13
14;مساحيق عادية;101;اريال * 2 ج;كيس;2.0;2.0;4.0;13:13:44
15;مساحيق عادية;128;اوكسي جيل الوان;كيس;4.0;1.5;6.0;13:13:51
