process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;سوائل;414;رغوة;كيلو;1.0;2.5;2.5;11:35:49
2;سوائل;416;بـ جنيه زهرة;بـ جنيه;1.0;1.0;1.0;11:36:02
3;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;11:36:07
4;مساحيق عادية;121;فل سايب;كيلو;0.5;8.0;4.0;11:36:18
5;مساحيق عادية;114;اوكسي صغير ;كيس;1.0;10.0;10.0;11:36:24
6;مساحيق عادية;125;برسيل سايب;كيلو;0.25;13.0;3.25;11:36:34
7;سوائل;404;زهرة;كيلو;0.125;16.0;2.0;11:36:42
8;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;4.0;1.5;6.0;11:36:57
9;مستحضرات;333;فير اند لافلي كيس;كيس;1.0;1.5;1.5;11:37:27
10;اخرى;834;فانيش ظرف بودر;كيس;1.0;5.0;5.0;11:37:39
11;سوائل;409;كلوروكس الوان سائل;كيلو;1.0;4.0;4.0;11:37:48
12;مساحيق اتوماتيك;209;تايد اتوماتيك سايب;كيلو;0.5;24.0;12.0;11:38:04
13;مستحضرات;325;حمام كريم فاتيكا 1 كيلو;قطعة;1.0;36.0;36.0;11:42:51
14;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;16:29:22
15;اخرى;824;صابون اسمر عباد ( قطعة );قطعة;1.0;1.5;1.5;16:29:33
16;اخرى;835;ورنيش سائل اسمر;علبة;1.0;7.0;7.0;16:29:39
17;اخرى;820;كلوروكس ابيض ظرف;كيس;1.0;3.0;3.0;16:29:46
18;اخرى;847;كيلو معطر ياسمين;كيلو;0.125;20.0;2.5;16:29:59
19;صابون تواليت;718;رويال ليزر;قطعة;1.0;5.0;5.0;16:30:25
20;مبيدات;609;بخور ناموس قرص;قرص;2.0;1.25;2.5;16:30:36
21;مبيدات;605;بودرة صراصير راجون;علبة;1.0;2.5;2.5;16:30:42
22;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;2.0;1.5;3.0;16:30:48
23;اخرى;829;استيكر بوتجاز;قطعة;1.0;5.0;5.0;16:31:04
24;سوائل;403;بطاس;كيلو;0.125;22.0;2.75;16:31:16
25;سوائل;414;رغوة;كيلو;3.4;2.5;8.5;16:32:11
26;سوائل;412;كلور عادي;كيلو;1.5;1.0;1.5;16:32:20
27;اخرى;827;سلك مواعين;كيلو;0.25;20.0;5.0;16:55:35
28;اخرى;847;كيلو معطر ياسمين;كيلو;0.125;20.0;2.5;16:55:41
29;اخرى;848;معطر بيروت بخاخ;زجاجة;1.0;20.0;20.0;16:55:49
30;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;16:56:01
31;سوائل;422;مزيل بقع;كيلو;7.0;5.0;35.0;16:56:07
32;مستحضرات;331;جيل هير كود كيس;كيس;1.0;1.0;1.0;17:15:26
33;مستحضرات;341;شامبو سباركل اكياس;قطعة;2.0;0.5;1.0;17:15:36
34;مستحضرات;387;شامبو هيد اكياس عرض;شريط;1.0;1.0;1.0;18:16:49
35;مستحضرات;341;شامبو سباركل اكياس;قطعة;1.0;0.5;0.5;18:17:00
36;مبيدات;605;بودرة صراصير راجون;علبة;1.0;2.5;2.5;18:17:10
37;صابون تواليت;718;رويال ليزر;قطعة;4.0;5.0;20.0;20:06:20
38;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;3.0;1.5;4.5;20:06:31
39;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;2.0;1.5;3.0;20:06:38
40;مستحضرات;365;فازلين طبي;علبة;2.0;2.0;4.0;20:06:59
41;اخرى;844;صابون شمس 250 جرام;قطعة;2.0;4.0;8.0;20:07:17
42;مستحضرات;383;مسواك كبير;قطعة;1.0;10.0;10.0;23:09:46
