process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مساحيق عادية;103;اريال صغير;كيس;1.0;10.0;10.0;10:51:55
2;مساحيق عادية;125;برسيل سايب;كيلو;0.25;13.0;3.25;10:52:07
3;سوائل;415;بـ جنيه فنيك;بـ جنيه;2.5;1.0;2.5;10:52:16
4;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;10:52:23
5;اخرى;819;كلوروكس ابيض زجاج 1 لتر;زجاجة;1.0;10.0;10.0;10:52:37
6;مستحضرات;379;جيل فريش 1/2 كيلو;علبة;1.0;10.0;10.0;10:52:53
7;سوائل;413;صابون سائل;كيلو;2.5;3.0;7.5;16:39:26
8;مساحيق اتوماتيك;212;اوكسي اتوماتيك سايب;كيلو;1.0;24.0;24.0;16:39:33
9;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;1.0;1.5;1.5;16:39:40
10;سوائل;410;دوني سائل;كيلو;0.5;4.0;2.0;16:39:47
11;سوائل;425;فانيش سايب;كيلو;1.5;10.0;15.0;16:57:08
12;مساحيق عادية;126;برسيل جيل الوان;كيس;1.0;2.0;2.0;16:57:23
13;مبيدات;601;رش طائر بيرسول;زجاجة;1.0;12.0;12.0;16:57:31
14;اخرى;831;فلاش ارضيات;زجاجة;1.0;3.0;3.0;16:57:43
15;اخرى;818;كلوروكس الوان ظرف;كيس;1.0;1.5;1.5;17:12:18
16;اخرى;815;بخور شيخ العرب ( عود );عود;1.0;0.75;0.75;18:05:35
17;سوائل;404;زهرة;كيلو;0.25;16.0;4.0;18:05:44
18;مستحضرات;382;بدرة تفتيح شعر رويال;علبة;1.0;10.0;10.0;10:26:59
19;مستحضرات;303;زيت فاتيكا كبير;قطعة;1.0;11.0;11.0;10:27:15
20;مستحضرات;387;شامبو هيد اكياس عرض;شريط;2.0;1.0;2.0;10:27:27
21;مستحضرات;325;حمام كريم فاتيكا 1 كيلو;قطعة;1.0;36.0;36.0;10:27:45
22;مستحضرات;304;كريم فاتيكا صغير;قطعة;1.0;7.0;7.0;10:28:14
23;مساحيق عادية;128;اوكسي جيل الوان;كيس;6.0;1.5;9.0;10:28:29
24;سوائل;412;كلور عادي;كيلو;2.0;1.0;2.0;10:28:47
25;مساحيق عادية;130;اوكسي * 5 ج;كيس;1.0;5.0;5.0;10:29:03
26;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;1.0;1.5;1.5;10:29:11
27;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;1.0;1.5;1.5;10:29:21
