process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مساحيق عادية;104;اريال كبير;كيس;1.0;25.0;25.0;10:20:17
2;مساحيق عادية;121;فل سايب;كيلو;1.0;8.0;8.0;10:20:25
3;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;10:20:35
4;اخرى;820;كلوروكس ابيض ظرف;كيس;2.0;3.0;6.0;10:20:48
5;اخرى;854;كلوروكس الوان ظرف كبير;كيس;2.0;5.0;10.0;10:20:55
6;مستحضرات;365;فازلين طبي;علبة;1.0;2.0;2.0;10:21:32
7;مستحضرات;301;زيت فاتيكا صغير ;قطعة;1.0;4.0;4.0;10:23:36
8;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;10:42:26
9;مساحيق عادية;128;اوكسي جيل الوان;كيس;4.0;1.5;6.0;10:42:41
10;اخرى;820;كلوروكس ابيض ظرف;كيس;1.0;3.0;3.0;10:42:50
11;اخرى;841;كلوروكس باودر;كيس;1.0;2.0;2.0;10:49:08
12;اخرى;834;فانيش ظرف بودر;كيس;1.0;5.0;5.0;10:49:18
13;مساحيق عادية;101;اريال * 2 ج;كيس;2.0;2.0;4.0;10:49:24
14;مساحيق عادية;101;اريال * 2 ج;كيس;4.0;2.0;8.0;12:39:54
15;مساحيق عادية;128;اوكسي جيل الوان;كيس;3.0;1.5;4.5;12:40:13
16;مساحيق عادية;114;اوكسي صغير ;كيس;2.0;10.0;20.0;12:40:20
17;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;12:40:41
18;سوائل;410;دوني سائل;كيلو;0.25;4.0;1.0;12:40:47
19;سوائل;414;رغوة;كيلو;0.5;2.5;1.25;12:40:55
20;سوائل;404;زهرة;كيلو;0.125;16.0;2.0;12:41:02
21;اخرى;824;صابون اسمر عباد ( قطعة );قطعة;2.0;1.5;3.0;12:41:16
22;اخرى;840;زجاجة معطر ياسمين;زجاجة;0.1;20.0;2.0;12:41:52
23;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;2.0;1.5;3.0;12:43:52
24;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;2.0;1.5;3.0;14:16:02
25;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;7.0;1.5;10.5;14:16:10
26;اخرى;827;سلك مواعين;كيلو;0.25;20.0;5.0;14:23:58
27;سوائل;411;كلور خام;كيلو;0.5;3.0;1.5;16:04:47
28;ورقيات;556;فاين سحب 550;علبة;1.0;12.0;12.0;17:11:02
29;مستحضرات;313;بلوب واكس صغير;قطعة;1.0;9.0;9.0;18:46:45
30;مستحضرات;340;شامبو شيروزا اكياس;قطعة;2.0;0.5;1.0;18:46:56
31;مستحضرات;387;شامبو هيد اكياس عرض;شريط;1.0;1.0;1.0;18:47:05
32;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;2.0;1.5;3.0;18:47:15
33;اخرى;815;بخور شيخ العرب ( عود );عود;2.0;0.75;1.5;18:47:36
34;مساحيق عادية;101;اريال * 2 ج;كيس;2.0;2.0;4.0;19:19:57
35;مساحيق عادية;121;فل سايب;كيلو;0.25;8.0;2.0;19:20:06
36;سوائل;408;شامبو سجاد;كيلو;1.0;4.0;4.0;19:20:17
37;سوائل;408;شامبو سجاد;كيلو;1.5;4.0;6.0;19:48:36
38;سوائل;422;مزيل بقع;كيلو;0.75;5.0;3.75;19:48:44
39;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;19:48:50
40;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;7.0;1.5;10.5;19:49:12
41;مبيدات;608;اقراص ناموس ريد;قرص;9.0;0.5;4.5;19:49:24
42;اخرى;818;كلوروكس الوان ظرف;كيس;1.0;1.5;1.5;19:49:35
43;صابون تواليت;710;سافانا;قطعة;2.0;5.0;10.0;20:09:39
44;مساحيق عادية;130;اوكسي * 5 ج;كيس;1.0;5.0;5.0;22:26:50
