process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مساحيق عادية;102;اريال * 3 ج;كيس;2.0;3.0;6.0;10:57:03
2;مساحيق عادية;121;فل سايب;كيلو;1.0;8.0;8.0;10:57:15
3;سوائل;413;صابون سائل;كيلو;0.5;3.0;1.5;10:57:26
4;سوائل;407;ديتول سائل;كيلو;0.5;4.0;2.0;10:57:33
5;سوائل;406;فنيك سائل;كيلو;0.5;7.0;3.5;10:57:43
6;اخرى;810;معطر دارين 1/4 كيلو;زجاجة;1.0;6.0;6.0;10:57:58
7;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;14:07:59
8;اخرى;824;صابون اسمر عباد ( قطعة );قطعة;13.0;1.5;19.5;14:08:09
9;ورقيات;510;اولويز دوبل;كيس;1.0;18.0;18.0;14:08:17
10;مساحيق اتوماتيك;216;بونكس اتوماتيك سايب;كيلو;1.0;18.0;18.0;17:46:38
11;مساحيق اتوماتيك;221;ليدر اتوماتيك سايب;كيلو;2.0;15.0;30.0;17:47:08
12;صابون تواليت;710;سافانا;قطعة;1.0;5.0;5.0;17:47:20
13;مستحضرات;342;سيجنال صغير;قطعة;1.0;5.0;5.0;17:47:38
14;مستحضرات;365;فازلين طبي;علبة;1.0;2.0;2.0;17:47:47
15;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;17:48:43
16;ورقيات;510;اولويز دوبل;كيس;1.0;18.0;18.0;18:54:01
