process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;سوائل;414;رغوة;كيلو;2.0;2.5;5.0;11:04:14
2;سوائل;422;مزيل بقع;كيلو;1.0;5.0;5.0;11:04:33
3;ورقيات;501;زينة جيب ( كيس );باكو;1.0;1.0;1.0;11:04:42
4;مساحيق عادية;114;اوكسي صغير ;كيس;1.0;10.0;10.0;11:04:55
5;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;3.0;1.5;4.5;12:47:56
6;اخرى;824;صابون اسمر عباد ( قطعة );قطعة;4.0;1.5;6.0;12:48:07
7;اخرى;803;لايت;زجاجة;1.0;10.0;10.0;12:48:21
8;سوائل;412;كلور عادي;كيلو;2.0;1.0;2.0;15:08:26
9;سوائل;408;شامبو سجاد;كيلو;0.75;4.0;3.0;15:08:33
10;مساحيق عادية;101;اريال * 2 ج;كيس;1.0;2.0;2.0;15:08:40
11;مساحيق عادية;128;اوكسي جيل الوان;كيس;2.0;1.5;3.0;15:08:47
12;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;15:08:56
13;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;18:12:13
14;سوائل;414;رغوة;كيلو;1.0;2.5;2.5;18:12:23
15;سوائل;422;مزيل بقع;كيلو;2.0;5.0;10.0;18:12:29
16;سوائل;408;شامبو سجاد;كيلو;3.0;4.0;12.0;21:01:11
17;مساحيق عادية;114;اوكسي صغير ;كيس;4.0;10.0;40.0;21:01:35
18;سوائل;414;رغوة;كيلو;3.0;2.5;7.5;21:01:43
19;مستحضرات;309;زيت املا كبير;قطعة;1.0;24.0;24.0;21:08:50
