process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مساحيق عادية;101;اريال * 2 ج;كيس;2.0;2.0;4.0;17:57:06
2;مساحيق عادية;128;اوكسي جيل الوان;كيس;4.0;1.5;6.0;17:57:17
3;مساحيق عادية;121;فل سايب;كيلو;3.0;8.0;24.0;17:57:25
4;مستحضرات;322;فيانسيه 3*1;قطعة;1.0;10.0;10.0;17:57:47
5;سوائل;404;زهرة;كيلو;0.125;16.0;2.0;17:58:04
6;مساحيق عادية;112;اوكسي * 2 ج;كيس;1.0;2.0;2.0;17:58:17
7;مساحيق عادية;114;اوكسي صغير ;كيس;1.0;10.0;10.0;17:58:24
8;سوائل;415;بـ جنيه فنيك;بـ جنيه;1.0;1.0;1.0;17:58:41
9;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;17:58:55
10;ورقيات;509;اولويز كبير;كيس;1.0;12.0;12.0;17:59:02
11;صابون تواليت;718;رويال ليزر;قطعة;1.0;5.0;5.0;17:59:10
12;صابون تواليت;710;سافانا;قطعة;4.0;5.0;20.0;17:59:16
13;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;17:59:25
14;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;1.0;1.5;1.5;17:59:33
