process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مستحضرات;378;زيت فاتيكا اكياس;كيس;2.0;0.5;1.0;09:01:10
2;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;09:01:16
3;صابون تواليت;710;سافانا;قطعة;1.0;5.0;5.0;09:01:25
4;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;09:01:34
5;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;09:04:15
6;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;13:01:20
7;مساحيق عادية;121;فل سايب;كيلو;0.25;8.0;2.0;13:01:28
8;اخرى;824;صابون اسمر عباد ( قطعة );قطعة;1.0;1.5;1.5;13:01:38
9;ورقيات;518;حفاضات سيتي بيبي وسط;حفاضة;1.0;1.5;1.5;13:01:46
10;سوائل;415;بـ جنيه فنيك;بـ جنيه;1.0;1.0;1.0;13:01:53
11;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;13:01:58
12;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;13:11:55
13;ورقيات;510;اولويز دوبل;كيس;1.0;18.0;18.0;13:12:02
14;ورقيات;501;زينة جيب ( كيس );باكو;1.0;1.0;1.0;13:12:10
15;صابون تواليت;718;رويال ليزر;قطعة;2.0;5.0;10.0;13:12:23
16;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;1.0;1.5;1.5;13:40:13
17;ورقيات;510;اولويز دوبل;كيس;1.0;18.0;18.0;13:40:20
18;مستحضرات;302;زيت فاتيكا وسط;قطعة;1.0;7.0;7.0;15:00:32
19;مستحضرات;341;شامبو سباركل اكياس;قطعة;2.0;0.5;1.0;15:00:40
20;مساحيق عادية;128;اوكسي جيل الوان;كيس;3.0;1.5;4.5;15:06:35
21;مساحيق عادية;130;اوكسي * 5 ج;كيس;1.0;5.0;5.0;18:05:30
22;مساحيق عادية;114;اوكسي صغير ;كيس;1.0;10.0;10.0;18:05:39
23;مساحيق اتوماتيك;209;تايد اتوماتيك سايب;كيلو;0.5;24.0;12.0;18:06:07
24;سوائل;417;بـ جنيه بطاس;بـ جنيه;4.0;1.0;4.0;18:06:19
25;سوائل;409;كلوروكس الوان سائل;كيلو;3.0;4.0;12.0;18:06:38
26;سوائل;422;مزيل بقع;كيلو;0.5;5.0;2.5;18:08:29
27;سوائل;412;كلور عادي;كيلو;2.0;1.0;2.0;18:08:36
28;مستحضرات;387;شامبو هيد اكياس عرض;شريط;2.0;1.0;2.0;18:23:24
29;مساحيق عادية;112;اوكسي * 2 ج;كيس;1.0;2.0;2.0;19:20:58
30;مساحيق عادية;125;برسيل سايب;كيلو;0.5;13.0;6.5;19:21:05
31;مساحيق عادية;121;فل سايب;كيلو;0.25;8.0;2.0;19:21:12
32;مستحضرات;328;جيل مان لوك امبوب;قطعة;1.0;16.0;16.0;20:00:15
