process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مساحيق عادية;125;برسيل سايب;كيلو;0.5;13.0;6.5;10:02:02
2;مساحيق عادية;121;فل سايب;كيلو;0.5;8.0;4.0;10:02:08
3;سوائل;414;رغوة;كيلو;1.0;2.5;2.5;10:02:21
4;سوائل;413;صابون سائل;كيلو;2.0;3.0;6.0;10:02:26
5;سوائل;425;فانيش سايب;كيلو;0.5;10.0;5.0;10:02:32
6;سوائل;412;كلور عادي;كيلو;6.0;1.0;6.0;10:02:42
7;مستحضرات;336;سويت 3*1;قطعة;1.0;5.0;5.0;10:02:59
8;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;10:03:13
9;اخرى;824;صابون اسمر عباد ( قطعة );قطعة;4.0;1.5;6.0;10:03:43
10;مبيدات;607;اقراص ناموس كيتو;قرص;10.0;0.5;5.0;10:03:51
11;مساحيق عادية;112;اوكسي * 2 ج;كيس;2.0;2.0;4.0;14:22:02
12;مساحيق عادية;105;برسيل * 2 ج;كيس;2.0;2.0;4.0;14:22:09
13;مساحيق عادية;121;فل سايب;كيلو;0.5;8.0;4.0;14:23:00
14;مساحيق اتوماتيك;212;اوكسي اتوماتيك سايب;كيلو;1.0;24.0;24.0;14:23:08
15;مستحضرات;341;شامبو سباركل اكياس;قطعة;2.0;0.5;1.0;14:23:19
16;سوائل;410;دوني سائل;كيلو;0.5;4.0;2.0;14:23:28
17;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;14:23:36
18;سوائل;411;كلور خام;كيلو;1.0;3.0;3.0;14:23:41
19;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;1.0;1.5;1.5;14:23:47
20;صابون تواليت;718;رويال ليزر;قطعة;1.0;5.0;5.0;14:23:55
21;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;14:24:07
22;مستحضرات;308;زيت املا وسط;قطعة;1.0;19.0;19.0;23:48:19
23;مساحيق عادية;121;فل سايب;كيلو;1.25;8.0;10.0;23:48:26
24;مساحيق عادية;121;فل سايب;كيلو;0.375;8.0;3.0;23:48:40
25;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;23:48:51
