process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مستحضرات;385;برفان لولوا اكياس;كيس;1.0;1.0;1.0;09:54:56
2;سوائل;407;ديتول سائل;كيلو;1.0;4.0;4.0;09:55:08
3;اخرى;815;بخور شيخ العرب ( عود );عود;2.0;0.75;1.5;09:55:17
4;اخرى;841;كلوروكس باودر;كيس;2.0;2.0;4.0;09:55:26
5;مساحيق عادية;101;اريال * 2 ج;كيس;1.0;2.0;2.0;09:58:59
6;سوائل;414;رغوة;كيلو;0.5;2.5;1.25;11:08:24
7;ورقيات;507;سندريلا كبير;كيس;1.0;8.0;8.0;11:08:35
8;سوائل;417;بـ جنيه بطاس;بـ جنيه;1.0;1.0;1.0;12:42:37
9;سوائل;413;صابون سائل;كيلو;2.0;3.0;6.0;12:42:47
10;صابون تواليت;718;رويال ليزر;قطعة;1.0;5.0;5.0;12:46:43
11;مساحيق عادية;102;اريال * 3 ج;كيس;1.0;3.0;3.0;14:14:11
12;سوائل;412;كلور عادي;كيلو;2.0;1.0;2.0;14:56:10
13;مستحضرات;311;زيت اكيم;قطعة;2.0;7.0;14.0;16:12:57
14;مساحيق عادية;114;اوكسي صغير ;كيس;1.0;10.0;10.0;16:39:03
15;ورقيات;555;شنطة سيتي بيبي ماكس;شنطة;1.0;55.0;55.0;16:39:34
16;ورقيات;510;اولويز دوبل;كيس;1.0;18.0;18.0;17:43:31
17;سوائل;413;صابون سائل;كيلو;0.665;3.0;1.995;17:43:39
