process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;ورقيات;555;شنطة سيتي بيبي ماكس;شنطة;1.0;55.0;55.0;09:23:48
2;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;09:47:27
3;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;1.0;1.5;1.5;11:01:34
4;مستحضرات;328;جيل مان لوك امبوب;قطعة;1.0;16.0;16.0;11:01:48
5;مساحيق عادية;104;اريال كبير;كيس;1.0;25.0;25.0;12:27:27
6;صابون تواليت;714;افا;قطعة;2.0;5.0;10.0;12:27:41
7;اخرى;854;كلوروكس الوان ظرف كبير;كيس;1.0;5.0;5.0;12:28:16
8;مستحضرات;387;شامبو هيد اكياس عرض;شريط;9.0;1.0;9.0;12:28:47
9;سوائل;413;صابون سائل;كيلو;2.0;3.0;6.0;12:28:53
10;ورقيات;507;سندريلا كبير;كيس;1.0;8.0;8.0;12:29:06
11;اخرى;816;بخور شيخ العرب ( علبة );علبة;1.0;8.0;8.0;12:29:19
12;صابون تواليت;718;رويال ليزر;قطعة;1.0;5.0;5.0;12:30:59
13;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;13:16:41
14;سوائل;408;شامبو سجاد;كيلو;0.5;4.0;2.0;13:16:49
15;سوائل;413;صابون سائل;كيلو;0.5;3.0;1.5;13:16:55
16;مساحيق عادية;112;اوكسي * 2 ج;كيس;1.0;2.0;2.0;13:17:02
17;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;1.0;1.5;1.5;13:20:02
18;ورقيات;531;حفاضات فاين بيبي كبير;حفاضة;3.0;1.5;4.5;16:49:15
19;مستحضرات;341;شامبو سباركل اكياس;قطعة;1.0;0.5;0.5;16:49:25
20;مساحيق عادية;114;اوكسي صغير ;كيس;1.0;10.0;10.0;17:08:14
21;صابون تواليت;718;رويال ليزر;قطعة;1.0;5.0;5.0;17:08:27
22;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;17:11:01
23;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;1.0;1.5;1.5;18:09:31
24;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;18:09:39
25;مستحضرات;386;سويت حرير;قطعة;1.0;5.0;5.0;18:10:28
26;سوائل;413;صابون سائل;كيلو;2.0;3.0;6.0;18:27:32
27;مساحيق عادية;121;فل سايب;كيلو;0.25;8.0;2.0;18:28:10
28;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;18:28:19
29;سوائل;422;مزيل بقع;كيلو;2.0;5.0;10.0;18:28:29
30;مستحضرات;313;بلوب واكس صغير;قطعة;1.0;9.0;9.0;19:35:26
31;مبيدات;609;بخور ناموس قرص;قرص;2.0;1.25;2.5;19:35:43
