process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مستحضرات;313;بلوب واكس صغير;قطعة;1.0;9.0;9.0;15:38:59
2;مستحضرات;328;جيل مان لوك امبوب;قطعة;1.0;16.0;16.0;15:39:11
3;مستحضرات;302;زيت فاتيكا وسط;قطعة;1.0;7.0;7.0;15:39:20
4;مساحيق عادية;102;اريال * 3 ج;كيس;2.0;3.0;6.0;15:39:28
5;مساحيق عادية;112;اوكسي * 2 ج;كيس;4.0;2.0;8.0;15:39:36
6;سوائل;408;شامبو سجاد;كيلو;1.0;4.0;4.0;15:39:43
7;سوائل;409;كلوروكس الوان سائل;كيلو;1.0;4.0;4.0;15:39:51
8;سوائل;413;صابون سائل;كيلو;3.0;3.0;9.0;15:39:57
9;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;2.0;1.5;3.0;15:40:09
10;صابون تواليت;716;فاكس كبير عرض 2 بـ 7;عرض;1.0;7.0;7.0;15:40:16
11;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;15:40:26
12;اخرى;857;ماكينة حلاقة ناسيت;ماكينة;1.0;2.0;2.0;15:40:39
13;اخرى;836;ورنيش معجون اسمر;علبة;1.0;7.0;7.0;15:40:48
14;اخرى;838;ورنيش معجون بني;علبة;1.0;7.0;7.0;15:40:55
15;مساحيق اتوماتيك;216;بونكس اتوماتيك سايب;كيلو;2.0;18.0;36.0;15:41:06
16;صابون تواليت;716;فاكس كبير عرض 2 بـ 7;عرض;1.0;7.0;7.0;16:04:09
17;اخرى;820;كلوروكس ابيض ظرف;كيس;1.0;3.0;3.0;16:04:19
