process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مساحيق عادية;121;فل سايب;كيلو;0.5;8.0;4.0;13:14:16
2;مساحيق عادية;111;ليدر صغير;كيس;1.0;9.0;9.0;13:14:26
3;مستحضرات;385;برفان لولوا اكياس;كيس;2.0;1.0;2.0;13:14:40
4;مساحيق عادية;112;اوكسي * 2 ج;كيس;1.0;2.0;2.0;13:14:48
5;سوائل;412;كلور عادي;كيلو;5.5;1.0;5.5;13:15:02
6;سوائل;413;صابون سائل;كيلو;3.0;3.0;9.0;13:17:33
7;سوائل;422;مزيل بقع;كيلو;0.5;5.0;2.5;13:17:44
8;سوائل;404;زهرة;كيلو;0.125;16.0;2.0;13:17:53
9;صابون تواليت;710;سافانا;قطعة;1.0;5.0;5.0;13:18:10
10;صابون تواليت;701;دوش;قطعة;1.0;2.0;2.0;13:18:18
11;اخرى;827;سلك مواعين;كيلو;0.5;20.0;10.0;13:20:05
12;مستحضرات;331;جيل هير كود كيس;كيس;1.0;1.0;1.0;13:20:18
13;مستحضرات;337;كريم وان حساس;قطعة;1.0;10.0;10.0;18:27:29
14;سوائل;408;شامبو سجاد;كيلو;1.0;4.0;4.0;18:27:42
15;سوائل;413;صابون سائل;كيلو;0.5;3.0;1.5;18:28:02
16;ورقيات;554;حفاضات سيتي بيبي ماكس;حفاضة;1.0;1.5;1.5;18:28:17
17;مستحضرات;331;جيل هير كود كيس;كيس;1.0;1.0;1.0;18:28:30
18;مستحضرات;387;شامبو هيد اكياس عرض;شريط;2.0;1.0;2.0;18:28:41
19;مساحيق عادية;126;برسيل جيل الوان;كيس;1.0;2.0;2.0;18:28:53
20;مساحيق عادية;101;اريال * 2 ج;كيس;2.0;2.0;4.0;18:29:05
21;مساحيق عادية;128;اوكسي جيل الوان;كيس;4.0;1.5;6.0;18:29:14
22;اخرى;820;كلوروكس ابيض ظرف;كيس;1.0;3.0;3.0;18:29:29
23;صابون تواليت;718;رويال ليزر;قطعة;1.0;5.0;5.0;18:31:41
24;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;18:31:50
25;سوائل;422;مزيل بقع;كيلو;0.5;5.0;2.5;18:32:06
26;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;18:32:14
27;مساحيق عادية;125;برسيل سايب;كيلو;0.25;13.0;3.25;18:32:24
28;مساحيق عادية;121;فل سايب;كيلو;0.25;8.0;2.0;18:32:40
29;ورقيات;517;حفاضات سيتي بيبي صغير;حفاضة;2.0;1.5;3.0;19:47:54
30;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;1.0;1.5;1.5;19:48:04
