process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;سوائل;417;بـ جنيه بطاس;بـ جنيه;2.0;1.0;2.0;11:53:18
2;سوائل;414;رغوة;كيلو;1.0;2.5;2.5;11:53:37
3;سوائل;408;شامبو سجاد;كيلو;0.5;4.0;2.0;11:53:55
4;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;11:54:11
5;سوائل;422;مزيل بقع;كيلو;1.0;5.0;5.0;11:54:18
6;مستحضرات;388;حنة اظافر حواء;علبة;1.0;10.0;10.0;11:54:38
7;مساحيق عادية;102;اريال * 3 ج;كيس;1.0;3.0;3.0;12:12:29
8;مساحيق عادية;130;اوكسي * 5 ج;كيس;1.0;5.0;5.0;12:12:39
9;سوائل;408;شامبو سجاد;كيلو;0.25;4.0;1.0;12:13:08
10;سوائل;409;كلوروكس الوان سائل;كيلو;0.5;4.0;2.0;12:13:22
11;سوائل;422;مزيل بقع;كيلو;0.5;5.0;2.5;12:13:29
12;سوائل;404;زهرة;كيلو;0.125;16.0;2.0;12:13:37
13;سوائل;412;كلور عادي;كيلو;2.0;1.0;2.0;12:14:00
14;ورقيات;503;فاين بكر مطبخ;بكرة;2.0;5.0;10.0;12:14:18
15;مساحيق عادية;112;اوكسي * 2 ج;كيس;1.0;2.0;2.0;12:14:26
16;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;13:48:21
17;سوائل;408;شامبو سجاد;كيلو;1.0;4.0;4.0;16:39:56
18;سوائل;409;كلوروكس الوان سائل;كيلو;1.0;4.0;4.0;16:40:25
19;سوائل;407;ديتول سائل;كيلو;1.0;4.0;4.0;16:40:41
20;سوائل;406;فنيك سائل;كيلو;1.0;7.0;7.0;16:40:51
21;سوائل;422;مزيل بقع;كيلو;1.0;5.0;5.0;16:40:59
22;صابون تواليت;707;لوكس وسط;قطعة;1.0;6.0;6.0;16:41:14
23;مساحيق عادية;138;اوكسي 650 جرام;كيس;1.0;14.0;14.0;17:17:15
24;سوائل;422;مزيل بقع;كيلو;13.0;5.0;65.0;17:17:30
25;سوائل;409;كلوروكس الوان سائل;كيلو;1.0;4.0;4.0;17:17:39
26;سوائل;410;دوني سائل;كيلو;1.0;4.0;4.0;17:17:46
27;سوائل;414;رغوة;كيلو;1.0;2.5;2.5;17:17:55
28;مساحيق اتوماتيك;221;ليدر اتوماتيك سايب;كيلو;1.0;15.0;15.0;18:15:36
29;مساحيق اتوماتيك;221;ليدر اتوماتيك سايب;كيلو;1.0;15.0;15.0;18:15:46
30;صابون تواليت;718;رويال ليزر;قطعة;2.0;5.0;10.0;18:15:57
31;سوائل;409;كلوروكس الوان سائل;كيلو;0.5;4.0;2.0;18:24:50
32;سوائل;422;مزيل بقع;كيلو;0.25;5.0;1.25;18:25:01
33;سوائل;408;شامبو سجاد;كيلو;1.0;4.0;4.0;18:25:13
34;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;3.0;1.5;4.5;18:25:26
35;ورقيات;507;سندريلا كبير;كيس;1.0;8.0;8.0;18:25:37
36;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;5.0;1.5;7.5;18:27:29
37;ورقيات;518;حفاضات سيتي بيبي وسط;حفاضة;3.0;1.5;4.5;20:12:42
38;سوائل;413;صابون سائل;كيلو;0.665;3.0;1.995;20:12:51
39;صابون تواليت;710;سافانا;قطعة;1.0;5.0;5.0;20:13:11
40;مساحيق عادية;128;اوكسي جيل الوان;كيس;3.0;1.5;4.5;20:13:20
41;اخرى;824;صابون اسمر عباد ( قطعة );قطعة;1.0;1.5;1.5;20:13:28
42;صابون تواليت;716;فاكس كبير عرض 2 بـ 7;عرض;3.0;7.0;21.0;20:26:20
43;ورقيات;510;اولويز دوبل;كيس;1.0;18.0;18.0;20:26:49
44;مساحيق عادية;137;اريال 2 كيلو;كيس;1.0;46.0;46.0;20:27:18
45;مساحيق عادية;121;فل سايب;كيلو;0.25;8.0;2.0;20:59:09
