process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;اخرى;854;كلوروكس الوان ظرف كبير;كيس;1.0;5.0;5.0;11:02:36
2;سوائل;412;كلور عادي;كيلو;3.5;1.0;3.5;11:02:52
3;سوائل;413;صابون سائل;كيلو;1.5;3.0;4.5;11:02:59
4;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;3.0;1.5;4.5;11:03:12
5;مساحيق عادية;138;اوكسي 650 جرام;كيس;1.0;14.0;14.0;11:03:24
6;مساحيق عادية;125;برسيل سايب;كيلو;0.5;13.0;6.5;11:03:30
7;مساحيق عادية;126;برسيل جيل الوان;كيس;1.0;2.0;2.0;11:03:38
8;مساحيق عادية;110;ليدر * 2 ج;كيس;1.0;2.0;2.0;11:03:44
9;مستحضرات;387;شامبو هيد اكياس عرض;شريط;1.0;1.0;1.0;11:04:08
10;سوائل;403;بطاس;كيلو;0.25;22.0;5.5;11:04:19
11;سوائل;407;ديتول سائل;كيلو;0.5;4.0;2.0;11:42:59
12;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;13:35:33
13;مساحيق عادية;125;برسيل سايب;كيلو;0.5;13.0;6.5;13:35:49
14;ورقيات;509;اولويز كبير;كيس;2.0;12.0;24.0;13:35:56
15;اخرى;818;كلوروكس الوان ظرف;كيس;1.0;1.5;1.5;13:36:08
16;مساحيق عادية;124;فل صغير;شيكارة;1.0;25.0;25.0;13:36:34
17;مساحيق عادية;131;اوكسي 750 جرام;كيس;1.0;14.0;14.0;13:36:40
18;اخرى;840;زجاجة معطر ياسمين;زجاجة;0.5;20.0;10.0;13:36:50
19;صابون تواليت;716;فاكس كبير عرض 2 بـ 7;عرض;7.0;7.0;49.0;13:37:11
20;سوائل;413;صابون سائل;كيلو;0.325;3.0;0.975;13:37:25
21;اخرى;841;كلوروكس باودر;كيس;1.0;2.0;2.0;13:37:38
22;مساحيق عادية;126;برسيل جيل الوان;كيس;1.0;2.0;2.0;13:37:49
23;مساحيق عادية;102;اريال * 3 ج;كيس;1.0;3.0;3.0;16:55:27
24;اخرى;841;كلوروكس باودر;كيس;1.0;2.0;2.0;16:55:39
25;مبيدات;609;بخور ناموس قرص;قرص;4.0;1.25;5.0;17:56:48
26;سوائل;413;صابون سائل;كيلو;1.0;3.0;3.0;18:01:39
27;صابون تواليت;716;فاكس كبير عرض 2 بـ 7;عرض;1.0;7.0;7.0;18:04:57
28;مساحيق اتوماتيك;221;ليدر اتوماتيك سايب;كيلو;1.0;15.0;15.0;20:51:58
29;مساحيق عادية;130;اوكسي * 5 ج;كيس;1.0;5.0;5.0;20:52:06
30;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;20:52:15
31;مبيدات;609;بخور ناموس قرص;قرص;4.0;1.25;5.0;21:00:46
32;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;1.0;1.5;1.5;21:03:56
33;ورقيات;519;حفاضات سيتي بيبي كبير;حفاضة;3.0;1.5;4.5;22:44:20
34;ورقيات;511;حفاضات سيلفي صغير;حفاضة;7.0;1.5;10.5;22:44:28
35;ورقيات;509;اولويز كبير;كيس;1.0;12.0;12.0;22:44:37
36;مساحيق عادية;130;اوكسي * 5 ج;كيس;1.0;5.0;5.0;22:44:46
37;سوائل;412;كلور عادي;كيلو;1.0;1.0;1.0;22:44:56
