process_id;category_name;product_id;product_name;unit;amount;price;total;selling_time
1;مساحيق عادية;112;اوكسي * 2 ج;كيس;1.0;2.0;2.0;09:58:25
2;سوائل;409;كلوروكس الوان سائل;كيلو;0.5;4.0;2.0;09:58:37
3;سوائل;414;رغوة;كيلو;4.0;2.5;10.0;09:58:45
4;سوائل;411;كلور خام;كيلو;1.65;3.0;4.95;09:58:58
5;اخرى;824;صابون اسمر عباد ( قطعة );قطعة;6.0;1.5;9.0;09:59:13
6;مساحيق عادية;104;اريال كبير;كيس;1.0;25.0;25.0;11:10:26
7;سوائل;408;شامبو سجاد;كيلو;0.5;4.0;2.0;11:10:37
8;سوائل;409;كلوروكس الوان سائل;كيلو;0.5;4.0;2.0;11:10:45
9;سوائل;425;فانيش سايب;كيلو;0.25;10.0;2.5;11:10:53
10;اخرى;824;صابون اسمر عباد ( قطعة );قطعة;1.0;1.5;1.5;11:14:17
11;مساحيق عادية;112;اوكسي * 2 ج;كيس;1.0;2.0;2.0;11:14:24
12;مساحيق عادية;121;فل سايب;كيلو;1.25;8.0;10.0;16:53:22
13;صابون تواليت;716;فاكس كبير عرض 2 بـ 7;عرض;1.0;7.0;7.0;16:53:33
14;مستحضرات;341;شامبو سباركل اكياس;قطعة;2.0;0.5;1.0;16:54:05
15;اخرى;824;صابون اسمر عباد ( قطعة );قطعة;1.0;1.5;1.5;16:54:21
16;اخرى;831;فلاش ارضيات;زجاجة;1.0;3.0;3.0;16:54:37
17;اخرى;827;سلك مواعين;كيلو;0.125;20.0;2.5;16:54:49
